run,qrels,p,all,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
title-rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_title_original_role_nonarrative_chainofth1_4_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.0949,0.0000,0.0959,NA,0.0000,NA,0.0366,0.0000,0.1210,0.0001,0.0000,NA,NA,0.0449,0.2211,0.0000,0.0000,0.2386,0.0000,0.3928,0.1034,NA,0.2046,NA,NA,0.2221,NA,0.2983,0.0184,NA,0.0000,0.0001,NA,NA,NA,NA,0.1307,0.0001,0.2687,0.0000,NA,0.0000,0.3975,0.1322,0.0002,0.0651,0.0460
title-rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_title_original_role_nonarrative_chainofth1_5_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.2755,0.1202,0.5582,0.6240,0.2110,0.3021,0.1053,0.2477,0.3607,0.1315,0.0910,0.7699,0.1095,0.5742,0.1221,0.2542,0.0014,0.4882,0.2687,0.1510,0.1923,0.2774,0.1925,0.4886,0.0327,0.1021,0.7289,0.0918,0.0327,0.1440,0.1152,0.0280,0.9334,0.6506,0.3779,0.0452,0.2722,0.0000,0.0912,0.2477,0.0940,0.0000,0.4305,0.0090,0.7002,0.1152,0.7881
title-rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_title_original_role_nonarrative_chainofth1_5_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.0759,0.0000,0.1817,NA,0.0000,NA,0.0366,0.0000,0.1474,0.0001,0.0000,NA,NA,0.0624,0.1776,0.0000,0.0000,0.2005,0.0000,0.0930,0.0026,NA,0.2046,NA,NA,0.2566,NA,0.0639,0.0249,NA,0.0000,0.0005,NA,NA,NA,NA,0.2455,0.0001,0.0216,0.0000,NA,0.0000,0.2910,0.2707,0.0002,0.1062,0.0402
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_gen_narr_trec_norole_narrative_chainofth1_1_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.2775,0.0756,0.6897,0.3529,0.2125,0.2360,0.0220,0.0076,0.2520,0.2011,0.2857,0.7687,0.1226,0.3619,0.1697,0.1928,0.0014,0.5128,0.3084,0.1234,0.2362,0.2633,0.1954,0.4130,0.0327,0.0722,0.6200,0.1463,0.0266,0.1117,0.1140,0.0203,0.9398,0.7684,0.3614,0.0303,0.2737,0.0000,0.3746,0.5365,0.3894,0.0000,0.2906,0.0093,0.8360,0.2627,0.5443
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_gen_narr_trec_norole_narrative_chainofth1_1_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.0879,0.0000,0.1027,NA,0.0000,NA,0.0237,0.0000,0.0004,0.0001,0.0000,NA,NA,0.0732,0.1292,0.0000,0.0000,0.1614,0.0000,0.2631,0.0314,NA,0.1594,NA,NA,0.3349,NA,0.1793,0.0263,NA,0.0000,0.0001,NA,NA,NA,NA,0.2455,0.0001,0.2323,0.0000,NA,0.0000,0.4656,0.1854,0.0002,0.1682,0.0288
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_gen_narr_trec_norole_narrative_chainofth1_2_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.2793,0.0967,0.4760,0.6525,0.2112,0.3844,0.0518,0.3082,0.2245,0.1745,0.1950,0.5346,0.0860,0.6182,0.1248,0.2543,0.0014,0.4115,0.4381,0.2031,0.1289,0.2836,0.1779,0.3088,0.0131,0.1637,0.6677,0.0918,0.0181,0.0716,0.1110,0.0406,0.9234,0.7211,0.1505,0.0395,0.1825,0.0000,0.1763,0.2368,0.6042,0.0000,0.4592,0.0108,0.9420,0.1369,0.7417
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_gen_narr_trec_norole_narrative_chainofth1_2_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.0707,0.0000,0.1553,NA,0.0000,NA,0.0366,0.0000,0.0092,0.0001,0.0000,NA,NA,0.0561,0.1900,0.0000,0.0000,0.3391,0.0000,0.0663,0.0039,NA,0.1105,NA,NA,0.2469,NA,0.0639,0.2018,NA,0.0000,0.0002,NA,NA,NA,NA,0.1307,0.0001,0.0625,0.0000,NA,0.0000,0.3098,0.1336,0.0002,0.0789,0.0670
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_gen_narr_trec_norole_narrative_chainofth1_3_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.2599,0.0938,0.5582,0.5312,0.2103,0.3855,0.0266,0.0405,0.3189,0.1711,0.0324,0.7526,0.1095,0.2358,0.1027,0.2232,0.0014,0.5027,0.1501,0.1615,0.2018,0.2600,0.1226,0.1951,0.0327,0.0992,0.4836,0.1112,0.0462,0.1545,0.1141,0.0868,0.8770,0.7512,0.2879,0.1934,0.2702,0.0000,0.0976,0.3364,0.5331,0.0000,0.2260,0.0140,0.8722,0.3637,0.6185
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_gen_narr_trec_norole_narrative_chainofth1_3_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.0939,0.0000,0.1817,NA,0.0000,NA,0.0366,0.0000,0.1210,0.0001,0.0000,NA,NA,0.0115,0.1422,0.0000,0.0000,0.3265,0.0000,0.3025,0.0890,NA,0.1309,NA,NA,0.2697,NA,0.2382,0.0130,NA,0.0000,0.0005,NA,NA,NA,NA,0.2455,0.0001,0.0214,0.0000,NA,0.0000,0.3787,0.1700,0.0002,0.1731,0.1523
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_gen_narr_trec_norole_narrative_chainofth1_4_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.2797,0.1444,0.6925,0.6592,0.2098,0.2730,0.0604,0.4106,0.2906,0.1385,0.0744,0.6475,0.1316,0.5322,0.1478,0.2061,0.0014,0.4665,0.3816,0.0600,0.0238,0.2885,0.2282,0.3999,0.0244,0.1756,0.6995,0.1872,0.0409,0.1280,0.1943,0.0380,0.9312,0.5263,0.3068,0.0329,0.0698,0.0000,0.1969,0.2361,0.3648,0.0000,0.4592,0.0044,0.9036,0.3107,0.5692
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_gen_narr_trec_norole_narrative_chainofth1_4_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.0813,0.0000,0.1387,NA,0.0000,NA,0.0366,0.0000,0.0004,0.0001,0.0000,NA,NA,0.1966,0.1611,0.0000,0.0000,0.2097,0.0000,0.2148,0.0664,NA,0.2046,NA,NA,0.1544,NA,0.2960,0.0202,NA,0.0000,0.0001,NA,NA,NA,NA,0.0422,0.0001,0.1054,0.0000,NA,0.0000,0.3098,0.1384,0.0002,0.2566,0.0496
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_gen_narr_trec_norole_narrative_chainofth1_5_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.2749,0.0642,0.5862,0.7029,0.2135,0.2397,0.0546,0.0622,0.3007,0.1343,0.2795,0.7503,0.1316,0.4968,0.0581,0.2589,0.0008,0.3587,0.1172,0.1018,0.1704,0.2811,0.2072,0.3003,0.0211,0.0780,0.7208,0.2582,0.0525,0.1013,0.1228,0.0638,0.9409,0.8755,0.0904,0.0123,0.2708,0.0000,0.3739,0.2405,0.4135,0.0000,0.3355,0.0043,0.8275,0.4237,0.5444
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_gen_narr_trec_norole_narrative_chainofth1_5_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.1002,0.0000,0.1755,NA,0.0000,NA,0.0366,0.0000,0.0674,0.0001,0.0000,NA,NA,0.0183,0.1714,0.0000,0.0000,0.1989,0.0000,0.2541,0.0128,NA,0.2046,NA,NA,0.4303,NA,0.2698,0.0172,NA,0.0000,0.0001,NA,NA,NA,NA,0.2455,0.0001,0.2603,0.0000,NA,0.0000,0.4239,0.1735,0.0002,0.0950,0.1521
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_narrative_chainofth1_1_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.3053,0.1898,0.7474,0.4555,0.2184,0.4233,0.1574,0.4329,0.3963,0.1860,0.2808,0.6966,0.1446,0.3564,0.0605,0.1725,0.0014,0.4359,0.4870,0.0973,0.2381,0.2655,0.1770,0.4734,0.0327,0.0869,0.4655,0.3598,0.0701,0.1411,0.1160,0.0102,0.9181,0.7624,0.3309,0.0478,0.2697,0.0000,0.5775,0.5391,0.1994,0.0000,0.3163,0.0150,0.6644,0.2627,0.7641
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_narrative_chainofth1_1_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.1018,0.0000,0.1604,NA,0.0000,NA,0.0366,0.0000,0.0766,0.0001,0.0000,NA,NA,0.1885,0.1811,0.0000,0.0000,0.2781,0.0000,0.3290,0.0125,NA,0.2046,NA,NA,0.3076,NA,0.3283,0.0308,NA,0.0000,0.0001,NA,NA,NA,NA,0.2455,0.0001,0.0648,0.0000,NA,0.0000,0.4239,0.1808,0.0002,0.1682,0.0399
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_narrative_chainofth1_2_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.3125,0.1126,0.6733,0.7004,0.2133,0.3260,0.2142,0.2434,0.2978,0.2530,0.2181,0.7462,0.0415,0.6414,0.1973,0.2469,0.0014,0.4973,0.3728,0.2646,0.2648,0.2767,0.0597,0.4434,0.0327,0.1590,0.7042,0.4062,0.0462,0.2085,0.1759,0.0887,0.7878,0.7480,0.3598,0.1401,0.2831,0.0000,0.5115,0.5189,0.0393,0.0000,0.2904,0.0086,0.6116,0.1578,0.7909
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_narrative_chainofth1_2_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.0764,0.0000,0.0960,NA,0.0000,NA,0.0366,0.0000,0.0005,0.0001,0.0000,NA,NA,0.0303,0.1536,0.0000,0.0000,0.2038,0.0000,0.1392,0.0831,NA,0.0575,NA,NA,0.3409,NA,0.3096,0.0398,NA,0.0000,0.0005,NA,NA,NA,NA,0.2455,0.0001,0.0673,0.0000,NA,0.0000,0.2910,0.2151,0.0002,0.1205,0.0151
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_narrative_chainofth1_3_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.2989,0.0545,0.4153,0.5572,0.2127,0.3669,0.0775,0.2988,0.2742,0.1234,0.1930,0.5074,0.1095,0.5095,0.1229,0.3900,0.0014,0.2974,0.3340,0.0856,0.2318,0.2757,0.2196,0.3323,0.0327,0.0953,0.7280,0.2848,0.1012,0.1396,0.2629,0.0097,0.9393,0.6822,0.3431,0.0882,0.2688,0.0000,0.5668,0.5456,0.5868,0.0000,0.2907,0.0130,0.6768,0.3342,0.7677
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_narrative_chainofth1_3_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.1062,0.0000,0.2718,NA,0.0000,NA,0.0366,0.0000,0.0064,0.0001,0.0000,NA,NA,0.0333,0.1774,0.0000,0.0000,0.2548,0.0000,0.4731,0.0847,NA,0.2046,NA,NA,0.4057,NA,0.3156,0.0094,NA,0.0000,0.0002,NA,NA,NA,NA,0.2455,0.0001,0.0603,0.0000,NA,0.0000,0.4656,0.1524,0.0002,0.1682,0.0310
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_narrative_chainofth1_4_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.3162,0.1430,0.5990,0.7193,0.2116,0.3028,0.1683,0.3778,0.5588,0.1371,0.2823,0.7478,0.0869,0.5625,0.0777,0.2102,0.0014,0.4552,0.5065,0.1581,0.3299,0.2779,0.2128,0.3207,0.0327,0.1753,0.6713,0.2543,0.0365,0.3303,0.1274,0.0342,0.8603,0.7507,0.1369,0.0210,0.2172,0.0000,0.5498,0.5326,0.3932,0.0000,0.3356,0.0108,0.6942,0.2400,0.6934
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_narrative_chainofth1_4_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.0863,0.0000,0.2007,NA,0.0000,NA,0.0366,0.0000,0.0008,0.0001,0.0000,NA,NA,0.0294,0.1726,0.0000,0.0000,0.3552,0.0000,0.1100,0.0027,NA,0.2046,NA,NA,0.3125,NA,0.2595,0.0118,NA,0.0000,0.0002,NA,NA,NA,NA,0.1677,0.0001,0.0362,0.0000,NA,0.0000,0.3362,0.3528,0.0002,0.1406,0.0299
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_narrative_chainofth1_5_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.3022,0.1279,0.5838,0.6990,0.2230,0.4252,0.1338,0.3236,0.4395,0.1263,0.1800,0.7657,0.0902,0.4977,0.0651,0.2283,0.0014,0.4090,0.1467,0.0858,0.3752,0.2788,0.1800,0.4118,0.0327,0.0819,0.6224,0.1948,0.0365,0.0810,0.2291,0.0314,0.9139,0.7427,0.1962,0.0563,0.1426,0.0000,0.4803,0.4340,0.5286,0.0000,0.2415,0.0059,0.8965,0.3742,0.7787
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_narrative_chainofth1_5_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.0901,0.0000,0.1514,NA,0.0000,NA,0.0366,0.0000,0.0766,0.0001,0.0000,NA,NA,0.0645,0.1597,0.0000,0.0000,0.2344,0.0000,0.3409,0.0648,NA,0.1594,NA,NA,0.3087,NA,0.2968,0.0232,NA,0.0000,0.0002,NA,NA,NA,NA,0.0906,0.0001,0.1373,0.0000,NA,0.0000,0.4239,0.1403,0.0002,0.1526,0.0213
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_nonarrative_chainofth1_1_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.2859,0.0377,0.7114,0.4555,0.2115,0.3665,0.1147,0.3337,0.4609,0.2528,0.0600,0.6666,0.1569,0.3426,0.1372,0.2061,0.0014,0.5128,0.5071,0.0847,0.2254,0.2945,0.1954,0.3467,0.0276,0.0722,0.6299,0.0861,0.0327,0.1324,0.1140,0.0154,0.9159,0.6428,0.2791,0.0469,0.2699,0.0000,0.2230,0.2966,0.5028,0.0000,0.2425,0.0081,0.9265,0.2627,0.7417
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_nonarrative_chainofth1_1_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.1027,0.0000,0.0902,NA,0.0000,NA,0.0366,0.0000,0.0007,0.0001,0.0000,NA,NA,0.1379,0.2207,0.0000,0.0000,0.1614,0.0000,0.5054,0.0514,NA,0.1594,NA,NA,0.3349,NA,0.3794,0.0237,NA,0.0000,0.0001,NA,NA,NA,NA,0.2455,0.0001,0.0766,0.0000,NA,0.0000,0.4656,0.1600,0.0002,0.1682,0.0670
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_nonarrative_chainofth1_2_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.2867,0.0851,0.6952,0.6126,0.2173,0.2987,0.1082,0.0038,0.4683,0.1274,0.0635,0.7692,0.1428,0.5153,0.1973,0.1656,0.0014,0.4450,0.2755,0.1084,0.1401,0.2633,0.2282,0.3572,0.0327,0.0838,0.7454,0.2848,0.0462,0.2756,0.1182,0.0424,0.9170,0.7319,0.2204,0.0563,0.2763,0.0000,0.3913,0.2333,0.6086,0.0000,0.2906,0.0071,0.6644,0.2490,0.6233
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_nonarrative_chainofth1_2_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.0999,0.0000,0.1081,NA,0.0000,NA,0.0366,0.0000,0.1210,0.0001,0.0000,NA,NA,0.0311,0.1536,0.0000,0.0000,0.3137,0.0000,0.2995,0.0083,NA,0.2046,NA,NA,0.2638,NA,0.3156,0.0126,NA,0.0000,0.0002,NA,NA,NA,NA,0.2455,0.0001,0.0284,0.0000,NA,0.0000,0.4656,0.2428,0.0002,0.2480,0.0979
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_nonarrative_chainofth1_3_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.3003,0.2316,0.5582,0.6018,0.2227,0.4397,0.0220,0.0042,0.4282,0.1905,0.1926,0.7192,0.1152,0.3763,0.1228,0.3961,0.0014,0.4475,0.4560,0.1384,0.2730,0.2916,0.1900,0.4574,0.0231,0.0862,0.6344,0.0918,0.0409,0.1585,0.1310,0.0379,0.9073,0.7427,0.3282,0.1103,0.2788,0.0000,0.1711,0.5391,0.3818,0.0000,0.3642,0.0108,0.9203,0.4855,0.4932
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_nonarrative_chainofth1_3_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.0858,0.0000,0.1817,NA,0.0000,NA,0.0237,0.0000,0.1891,0.0001,0.0000,NA,NA,0.0115,0.2174,0.0000,0.0000,0.1694,0.0000,0.2484,0.0025,NA,0.2046,NA,NA,0.2615,NA,0.0639,0.0242,NA,0.0000,0.0002,NA,NA,NA,NA,0.2455,0.0001,0.1560,0.0000,NA,0.0000,0.3975,0.1336,0.0002,0.0651,0.1483
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_nonarrative_chainofth1_4_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.3025,0.0691,0.6854,0.4728,0.2120,0.3730,0.2271,0.4106,0.1716,0.1321,0.2878,0.7810,0.0900,0.4034,0.1784,0.2705,0.0014,0.3891,0.2687,0.2860,0.2450,0.2747,0.2128,0.4259,0.0327,0.1696,0.5580,0.2877,0.0294,0.1565,0.1010,0.0472,0.9249,0.7980,0.1432,0.0487,0.1369,0.0000,0.0899,0.5189,0.6087,0.0000,0.4306,0.0090,0.8411,0.3344,0.7786
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_nonarrative_chainofth1_4_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.0755,0.0000,0.1761,NA,0.0000,NA,0.0366,0.0000,0.0068,0.0001,0.0000,NA,NA,0.0654,0.1470,0.0000,0.0000,0.2567,0.0000,0.1022,0.0488,NA,0.2046,NA,NA,0.1566,NA,0.2897,0.0245,NA,0.0000,0.0004,NA,NA,NA,NA,0.0906,0.0001,0.0409,0.0000,NA,0.0000,0.2910,0.2707,0.0002,0.1706,0.0362
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_nonarrative_chainofth1_5_title_cleanhtml.txt,misinfo-qrels-graded.helpful-only,0.95,0.2707,0.1898,0.7741,0.6137,0.2110,0.2108,0.0784,0.2477,0.4206,0.1076,0.0563,0.7699,0.1465,0.4258,0.1102,0.2244,0.0009,0.4882,0.2151,0.0761,0.1923,0.2802,0.1731,0.4354,0.0327,0.0768,0.4135,0.1612,0.0365,0.2098,0.1330,0.0351,0.9074,0.6613,0.0620,0.0138,0.0482,0.0000,0.2307,0.3254,0.5659,0.0000,0.2701,0.0063,0.8357,0.1895,0.7881
rerank_bm25-cross-encoder_cross-encoder-ms-marco-MiniLM-L-12-v2_original_norole_nonarrative_chainofth1_5_title_cleanhtml.txt,misinfo-qrels-graded.harmful-only,0.95,0.0810,0.0000,0.1011,NA,0.0000,NA,0.0366,0.0000,0.1891,0.0001,0.0000,NA,NA,0.1673,0.1671,0.0000,0.0000,0.2005,0.0000,0.1331,0.0026,NA,0.1309,NA,NA,0.4476,NA,0.0751,0.0280,NA,0.0000,0.0003,NA,NA,NA,NA,0.0282,0.0001,0.1603,0.0000,NA,0.0000,0.3644,0.1322,0.0002,0.1864,0.0402
